source_row_number,sample_id,alternative_id,source_publication_label,source_dataset_label,country,site_or_location,latitude,longitude,date_median_year_ce,lineage_focus,s1_visible_comparator,s1_marker_role,coordinate_status,coordinate_source,within_s1_map_bounds,within_s1_temporal_window,publication_label_review_ready,dataset_label_review_ready,elevation_cross_reference_status,visible_assignment_audit,point_audit_status,failed_checks,claim_boundary
286,I23212.AG,I23212,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Serbia,"Mokrin (North Banat District, Kikinda Municipality, Mokrin)",45.934722,20.404444,-1950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
287,I23904.AG,I23904,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Smiljan (Lika-Senj County, Grad Gospić)",44.555384,15.310516,-678.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
288,I23911.AG,I23911,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Smiljan (Lika-Senj County, Grad Gospić)",44.555384,15.310516,-844.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
289,I23971.AG,I23971,"Armit et al., Antiquity 2023",AADR v66 1240K public annotation,Slovenia,Dolge njive (Šmarješke Toplice),45.867366,15.279788,-673.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
290,I23974.AG,I23974,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Slovenia,Obrežje (jesenice na Dolenjskem),45.847908,15.690421,-650.0,G2a,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
291,I23978.AG,I23978,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Slovenia,Zagorje ob Savi (Central Sava),46.13711,14.992415,-571.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
292,I23995.AG,I23995,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Smiljan (Lika-Senj County, Grad Gospić)",44.555384,15.310516,-742.5,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
293,I23996.AG,I23996,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Smiljan (Lika-Senj County, Grad Gospić)",44.555384,15.310516,-794.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
294,I24342.AG,I24342,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Velim-Kosa (Zadar County, Grad Benkovac)",43.88741,15.72534,-1461.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
295,I24344.AG,I24344,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Velim-Kosa (Zadar County, Grad Benkovac)",43.88741,15.72534,-950.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
296,I24345.AG,I24345,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Velim-Kosa (Zadar County, Grad Benkovac)",43.88741,15.72534,-950.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
297,I24638.AG,I24638,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Smiljan (Lika-Senj County, Grad Gospić)",44.555384,15.310516,-681.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
298,I24639.AG,I24639,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Smiljan (Lika-Senj County, Grad Gospić)",44.555384,15.310516,-681.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
299,I24879.AG,I24879,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Skradnik-Sultanov-grob (Karlovac County, Općina Josipdol)",45.21455,15.315809,-661.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
300,I24882.AG,I24882,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Mala-Metaljka (Sisak-Moslavina County, Grad Glina)",45.173585,16.124298,-661.5,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
301,I24883.AG,I24883,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Osor-Sveti-Petar (Primorje-Gorski Kotar County, Otok Cres)",44.694464,14.3927,-800.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
302,I26702.AG,I26702,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Croatia,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",43.524984,16.252825,100.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
303,I26703.AG,I26703,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Croatia,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",43.524984,16.252825,100.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
304,I26704.AG,I26704,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Croatia,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",43.524984,16.252825,100.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
305,I26705.AG,I26705,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Croatia,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",43.524984,16.252825,100.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
306,I26707.AG,I26707,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Croatia,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",43.524984,16.252825,100.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
307,I26708.AG,I26708,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Croatia,"Trogir-Dragulin (Split-Dalmatia County, Grad Trogir)",43.524984,16.252825,100.5,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
308,I26709.AG,I26709,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Croatia,"Trogir-Dobrić (Split-Dalmatia County, Općina Marina)",43.51859,16.13651,450.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
309,I26718.AG,I26718,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Croatia,"Trogir-Dobrić (Split-Dalmatia County, Općina Marina)",43.51859,16.13651,250.0,R1b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
310,I26719.AG,I26719,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Croatia,"Trogir-Dobrić (Split-Dalmatia County, Općina Marina)",43.51859,16.13651,250.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
311,I26742.AG,I26742,"Patterson et al., Nature 2021",AADR v66 1240K public annotation,Croatia,"Jazinka Cave (Split-Dalmatia County, Općina Muć)",43.705878,16.520021,-700.0,J2b,Yes,Visible E-V13/J2b/R1b/G2a comparator point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
312,I26750.AG,I26750,"Olalde et al., Cell 2023",AADR v66 1240K public annotation,Croatia,"Osijek (Osijek-Baranja County, Grad Osijek, Trg B Josipa Jelačića)",45.55576,18.718428,250.0,other,No,Background ancient-DNA sample point,source coordinate,AADR v66 1240K public annotation,Yes,Yes,Yes,Yes,Matched to s1_05 row-level elevation source,Consistent with lineage_focus and marker role,Pass,none,"Point-level QA for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
