evidence_layer,sample_or_terminal,site_or_locality,region,latitude,longitude,elevation_m,elevation_band,date_median_year_ce,lineage_focus,visible_comparator,source_dataset_label,source_publication_label,source_trace,claim_boundary
Period-relevant ancient-DNA sample rows,I34287.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I34290.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I35009.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,300.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I35082.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,300.0,R1b,Yes,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I11843.AG,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",not applicable,43.967224,16.432671,382.0,200-499 m,-1600.0,J2b,Yes,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,RISE596.AG,Velika Gruda (Kotor Municipality),not applicable,42.3822,18.7403,13.0,0-199 m,-600.0,other,No,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I17633.AG,"Çinamak (Northern Albania, Kukës County, Kukës Municipality, Surroj)",not applicable,42.016111,20.369444,498.0,200-499 m,-579.5,J2b,Yes,AADR v66 1240K public annotation,"Akbari et al., Nature 2026",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I18733.AG,"Bezdanjača Cave (Lika-Senj County, Općina Vrhovine)",not applicable,44.852005,15.419944,731.0,500-799 m,-1150.0,other,No,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I19017.AG,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",not applicable,43.967224,16.432671,382.0,200-499 m,-1600.0,other,No,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I19022.AG,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",not applicable,43.967224,16.432671,382.0,200-499 m,-1600.0,other,No,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I19027.AG,"Cetina-Valley (Šibenik-Knin County, Općina Civljane)",not applicable,43.967224,16.432671,382.0,200-499 m,-1600.0,other,No,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I26714.AG,"Trogir-Dobrić (Split-Dalmatia County, Općina Marina)",not applicable,43.51859,16.13651,7.0,0-199 m,350.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I32304.TW,"Viminacium-Stari-Kostolac (Braničevo District, Požarevac Municipality, Kostolac)",not applicable,44.733536,21.233453,71.0,0-199 m,200.0,other,No,AADR v66 1240K public annotation,"Olalde et al., Cell 2023",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I33812.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I33891.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I34292.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I34294.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,J2b,Yes,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I34296.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I34297.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I34299.TW,"Hvar-Radošević (Split-Dalmatia County, Grad Hvar)",not applicable,43.17191,16.44216,7.0,0-199 m,400.0,other,No,AADR v66 1240K public annotation,"Zagorc et al., Archaeological and Anthropological Sciences 2024",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I5243.AG,"Padina (Bor District, Majdanpek Municipality, Boljetin)",not applicable,44.61,22,76.0,0-199 m,-2348.0,other,No,AADR v66 1240K public annotation,"Lazaridis et al., Science 2022",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
Period-relevant ancient-DNA sample rows,I5689.AG,"Grofove njive (Lower Carniola, Krško Municipality)",not applicable,45.914224,15.4691,156.0,0-199 m,-582.5,other,No,AADR v66 1240K public annotation,"Patterson et al., Nature 2021",Matched by sample_id to row-level elevation source; coordinates and date rechecked against plotted-point source row,"Elevation source row for Supplementary Figure S1 only; not evidence of PH908 presence, PH908 absence, geographic origin, ethnic identity, population continuity, or migration route."
